"","loan_amnt","term","int_rate","grade","sub_grade","emp_length","home_ownership","annual_inc","verification_status","purpose","zip_code","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","open_acc","pub_rec","revol_bal","revol_util","total_acc"
"759678",23400," 36 months",17.86,"D","D5","3 years","MORTGAGE",52000,"Verified","credit_card","321xx",27.93,0,"Jun-93",2,23,0,23003,53,30
"226572",12000," 36 months",12.69,"B","B5","4 years","RENT",55000,"Source Verified","debt_consolidation","658xx",7.31,0,"Feb-96",2,8,0,13740,34.2,26
"826139",4000," 36 months",8.18,"B","B1","9 years","OWN",35000,"Not Verified","debt_consolidation","337xx",27.47,0,"Sep-97",0,19,0,24142,60.4,27
"835696",8725," 36 months",23.99,"F","F2","3 years","RENT",54000,"Verified","debt_consolidation","189xx",18.64,1,"Aug-06",1,11,4,6513,52.1,19
"264507",7075," 36 months",16.99,"D","D3","< 1 year","MORTGAGE",39500,"Source Verified","debt_consolidation","145xx",19.51,0,"Sep-05",2,11,0,47041,79.2,32
"363373",20000," 36 months",13.98,"C","C3","9 years","MORTGAGE",78000,"Source Verified","debt_consolidation","370xx",18.49,2,"Jul-09",0,15,0,9624,46.7,16
"341448",28000," 36 months",13.98,"C","C3","10+ years","MORTGAGE",110000,"Verified","debt_consolidation","078xx",19.41,0,"Dec-99",2,20,0,42418,53.2,39
"681026",32000," 36 months",9.17,"B","B2","10+ years","MORTGAGE",3e+05,"Verified","debt_consolidation","439xx",9.52,0,"Apr-91",3,14,0,31628,41.3,47
"721763",8000," 36 months",16.55,"D","D2","< 1 year","RENT",40000,"Not Verified","small_business","276xx",7.59,1,"Sep-98",0,6,0,1125,22.5,14
"318566",6000," 36 months",18.24,"D","D5","7 years","MORTGAGE",29200,"Verified","debt_consolidation","233xx",20.02,0,"Apr-09",2,7,0,2359,38,9
"596601",30000," 60 months",13.99,"C","C4","10+ years","RENT",71000,"Source Verified","debt_consolidation","068xx",31.68,0,"Sep-94",1,9,0,36383,67.6,27
"181216",11400," 36 months",15.8,"C","C3","10+ years","MORTGAGE",61000,"Not Verified","debt_consolidation","287xx",21.3,0,"Sep-93",2,13,0,16250,72.2,21
"845118",21000," 60 months",8.67,"B","B1","10+ years","MORTGAGE",150000,"Source Verified","debt_consolidation","531xx",17.05,0,"Aug-97",0,16,0,27847,39.5,38
"500975",28000," 36 months",6.89,"A","A3","6 years","RENT",175000,"Verified","debt_consolidation","113xx",9.68,0,"Oct-87",1,11,0,63201,69,24
"479124",20000," 36 months",5.32,"A","A1","< 1 year","MORTGAGE",85000,"Verified","credit_card","212xx",4.97,0,"Dec-85",0,9,0,13177,22.9,26
"377549",12000," 36 months",14.49,"C","C4","n/a","OWN",50000,"Verified","debt_consolidation","780xx",30.41,0,"Feb-90",1,9,0,14531,73.8,16
"89776",13975," 36 months",8.6,"A","A4","n/a","MORTGAGE",55000,"Verified","debt_consolidation","928xx",32.1,0,"May-76",0,13,0,38947,49.4,32
"230929",23925," 60 months",18.54,"E","E1","10+ years","MORTGAGE",65000,"Source Verified","debt_consolidation","125xx",24.8,0,"Oct-95",1,10,0,23297,48.1,31
"81306",10000," 36 months",12.99,"B","B4","3 years","MORTGAGE",48000,"Not Verified","medical","631xx",25.4,0,"Jan-90",1,9,0,4389,20.9,42
"336422",6600," 36 months",10.99,"B","B3","2 years","MORTGAGE",71700,"Not Verified","debt_consolidation","335xx",22.74,1,"Apr-94",0,9,0,7700,56.6,24
"583067",7000," 36 months",12.29,"C","C1","10+ years","MORTGAGE",42000,"Verified","debt_consolidation","840xx",15.89,0,"Mar-02",0,8,0,7025,94.9,15
"174459",2400," 36 months",18.75,"D","D3","< 1 year","RENT",40000,"Not Verified","other","331xx",18.23,0,"Jun-08",0,18,0,1988,16.6,21
"287680",29050," 60 months",13.98,"C","C3","9 years","MORTGAGE",85000,"Source Verified","debt_consolidation","368xx",17.61,0,"May-95",0,15,2,10849,37.3,20
"75320",4800," 36 months",23.4,"E","E5","3 years","OWN",32640,"Verified","credit_card","900xx",32.76,0,"Apr-00",5,16,0,5759,50.5,31
"693257",17500," 60 months",12.29,"C","C1","10+ years","RENT",82000,"Verified","credit_card","112xx",34.06,2,"Nov-02",0,16,1,7956,47.4,21
"403028",10400," 36 months",6.03,"A","A1","2 years","MORTGAGE",99500,"Source Verified","credit_card","483xx",14.36,0,"Feb-01",0,9,0,19818,36.8,28
"766310",7000," 36 months",13.33,"C","C3","< 1 year","MORTGAGE",50000,"Not Verified","debt_consolidation","262xx",37.33,0,"Oct-99",3,20,0,13941,82,40
"474943",28000," 36 months",9.76,"B","B3","10+ years","MORTGAGE",140000,"Not Verified","credit_card","211xx",8.8,1,"May-97",1,10,1,44540,75,23
"781554",14175," 36 months",13.99,"C","C4","7 years","MORTGAGE",59900,"Source Verified","debt_consolidation","328xx",26.19,0,"Feb-08",0,12,0,22025,61,21
"703350",10000," 60 months",9.99,"B","B3","< 1 year","MORTGAGE",36700,"Not Verified","debt_consolidation","276xx",22.92,0,"Aug-09",0,16,0,8981,34.7,18
"43928",20000," 36 months",7.62,"A","A3","2 years","MORTGAGE",70000,"Verified","debt_consolidation","346xx",24.51,0,"Aug-93",0,8,0,33885,31.8,20
"694553",14425," 60 months",13.99,"C","C4","< 1 year","RENT",32800,"Source Verified","debt_consolidation","060xx",34.32,0,"Sep-05",2,29,0,18971,58.2,36
"172558",10000," 36 months",15.31,"C","C2","< 1 year","RENT",47500,"Not Verified","credit_card","443xx",8.39,0,"Apr-07",1,8,0,14455,59.2,10
"534519",19600," 36 months",10.99,"B","B4","10+ years","RENT",90000,"Source Verified","debt_consolidation","954xx",28.93,2,"Nov-90",0,14,0,10140,71.9,24
"575386",17800," 60 months",13.33,"C","C3","1 year","MORTGAGE",90000,"Source Verified","credit_card","197xx",16.13,0,"Nov-00",1,7,0,16834,93,15
"51994",10200," 36 months",8.9,"A","A5","10+ years","MORTGAGE",90000,"Verified","credit_card","070xx",16.61,0,"Apr-81",2,21,0,30427,44.5,41
"576027",20000," 60 months",17.57,"D","D4","2 years","RENT",45000,"Verified","debt_consolidation","402xx",11.6,0,"Oct-05",3,12,0,10129,41.5,15
"538151",10000," 36 months",5.32,"A","A1","10+ years","MORTGAGE",67600,"Not Verified","credit_card","600xx",25.9,0,"Apr-01",0,13,0,10764,36.7,24
"378828",6500," 36 months",11.67,"B","B4","7 years","OWN",47250,"Not Verified","debt_consolidation","301xx",24.69,1,"Sep-95",2,9,1,1890,20,30
"389262",3300," 36 months",12.99,"C","C1","7 years","OWN",30000,"Not Verified","moving","750xx",15.68,1,"Dec-94",1,5,0,1097,7.9,12
"286619",5000," 36 months",13.98,"C","C3","3 years","RENT",20000,"Not Verified","debt_consolidation","730xx",17.71,0,"May-11",1,5,0,1430,21.7,5
"378297",12000," 36 months",13.35,"C","C2","10+ years","OWN",43000,"Source Verified","credit_card","337xx",24.01,0,"May-86",0,11,0,22551,92,21
"860634",10000," 36 months",12.99,"C","C2","10+ years","MORTGAGE",70000,"Verified","debt_consolidation","945xx",4.68,0,"Feb-04",2,7,0,5857,43.7,32
"769677",11600," 36 months",12.29,"C","C1","3 years","RENT",34000,"Source Verified","debt_consolidation","104xx",21.81,0,"May-01",1,15,0,8105,41.8,25
"381573",22000," 36 months",12.99,"C","C1","4 years","MORTGAGE",180000,"Verified","debt_consolidation","801xx",18.23,0,"Jan-08",3,15,0,26696,73.3,25
"539879",8000," 36 months",12.05,"C","C1","10+ years","MORTGAGE",38000,"Source Verified","other","731xx",21.6,2,"Nov-03",0,13,0,7222,25.2,30
"186295",6000," 36 months",14.09,"B","B5","3 years","RENT",54000,"Not Verified","debt_consolidation","113xx",5.62,0,"Jul-06",0,5,0,9186,81.3,8
"92985",6650," 36 months",21.6,"E","E3","4 years","RENT",25000,"Not Verified","debt_consolidation","631xx",23.86,0,"Aug-01",3,11,0,9527,85.8,32
"387502",12000," 60 months",16.99,"D","D3","2 years","MORTGAGE",56000,"Not Verified","home_improvement","754xx",27.39,0,"Feb-78",2,24,1,6953,29.6,49
"674097",9750," 36 months",13.33,"C","C3","10+ years","MORTGAGE",80000,"Not Verified","credit_card","236xx",10.31,1,"Dec-99",0,7,1,2884,80,29
"705332",15000," 60 months",13.33,"C","C3","8 years","MORTGAGE",65000,"Not Verified","credit_card","600xx",28.29,0,"Feb-04",0,15,0,66601,69.3,26
"138507",12000," 36 months",13.11,"B","B4","n/a","RENT",57576,"Verified","debt_consolidation","601xx",18.45,0,"Jan-99",0,12,0,15449,63.3,19
"699788",9600," 36 months",9.99,"B","B3","10+ years","MORTGAGE",26400,"Source Verified","credit_card","475xx",27.18,2,"Oct-98",3,10,1,5189,57.7,29
"25042",12000," 36 months",10.75,"B","B2","2 years","RENT",123144,"Source Verified","debt_consolidation","208xx",8.34,1,"Sep-85",0,11,0,15576,17.2,25
"714425",10000," 36 months",12.29,"C","C1","4 years","MORTGAGE",35000,"Source Verified","credit_card","760xx",23.56,0,"Jan-00",1,11,0,9284,35.2,13
"375004",6300," 36 months",9.17,"B","B1","n/a","RENT",24970,"Verified","debt_consolidation","117xx",24.52,0,"Aug-82",0,8,1,693,7.3,42
"300070",15000," 36 months",12.49,"B","B5","n/a","MORTGAGE",80400,"Verified","debt_consolidation","907xx",12.42,0,"Oct-81",0,9,1,16909,71.3,37
"818057",8675," 36 months",14.65,"C","C5","6 years","MORTGAGE",53000,"Verified","other","286xx",9.51,0,"May-01",0,11,0,3103,25,25
"661801",11000," 36 months",12.29,"C","C1","10+ years","MORTGAGE",51000,"Not Verified","debt_consolidation","241xx",17.78,0,"Mar-01",1,19,1,11495,37.1,49
"695965",5000," 36 months",13.33,"C","C3","10+ years","RENT",50000,"Not Verified","debt_consolidation","142xx",14.45,0,"Jun-01",0,4,1,4535,87.2,13
"455904",15000," 36 months",12.85,"B","B4","4 years","OWN",48000,"Verified","major_purchase","623xx",13.3,0,"Mar-03",2,5,1,1341,17.2,47
"870447",8400," 36 months",13.66,"C","C3","5 years","MORTGAGE",95000,"Not Verified","medical","773xx",12.17,2,"Mar-84",1,5,1,0,0,27
"134208",18000," 36 months",10.16,"B","B1","9 years","MORTGAGE",1e+05,"Verified","credit_card","554xx",14.79,0,"Jan-99",0,10,0,8607,59.4,41
"658090",10000," 36 months",11.53,"B","B5","1 year","RENT",39000,"Source Verified","debt_consolidation","342xx",11.63,0,"Mar-04",0,7,0,7813,62,12
"631658",26600," 60 months",18.55,"E","E2","10+ years","RENT",70000,"Source Verified","debt_consolidation","207xx",22.2,0,"May-02",0,11,0,28289,89.5,14
"600592",25000," 60 months",18.55,"E","E2","10+ years","OWN",151000,"Source Verified","debt_consolidation","633xx",13.05,0,"May-82",2,21,0,37439,69.6,54
"343547",6500," 36 months",7.12,"A","A3","8 years","OWN",55000,"Not Verified","credit_card","600xx",7.07,0,"Aug-00",0,5,0,7051,34.4,15
"835313",10000," 36 months",6.39,"A","A2","10+ years","MORTGAGE",57000,"Not Verified","medical","985xx",16.19,0,"Aug-00",0,6,0,58008,0.5,15
"177564",25000," 60 months",15.8,"C","C3","10+ years","MORTGAGE",80000,"Verified","debt_consolidation","631xx",22.37,0,"May-99",5,13,0,4537,18,42
"304454",17500," 36 months",10.15,"B","B2","10+ years","RENT",85000,"Source Verified","debt_consolidation","907xx",20.63,0,"Dec-90",1,9,1,13301,66.2,19
"357873",6125," 36 months",18.99,"E","E1","10+ years","RENT",58200,"Source Verified","credit_card","927xx",30.52,1,"Jan-04",1,11,0,2496,47.1,31
"742758",12000," 60 months",14.65,"C","C5","5 years","MORTGAGE",50000,"Not Verified","debt_consolidation","782xx",26.76,0,"Aug-03",0,23,0,17193,57.7,51
"364514",10000," 36 months",10.15,"B","B2","10+ years","MORTGAGE",81000,"Verified","debt_consolidation","105xx",2.24,1,"Nov-99",0,6,0,3243,69,16
"434765",8950," 36 months",16.59,"D","D1","n/a","OWN",25000,"Verified","debt_consolidation","951xx",26.84,4,"Jun-86",1,19,1,7304,47.4,44
"480199",5200," 36 months",13.67,"C","C4","2 years","RENT",30000,"Source Verified","credit_card","705xx",38.15,0,"Sep-11",1,20,0,5040,30.5,25
"89067",25000," 60 months",17.1,"C","C5","3 years","RENT",61000,"Verified","debt_consolidation","945xx",28.54,0,"Jul-97",0,6,0,23122,42,26
"522711",24000," 36 months",6.89,"A","A3","10+ years","MORTGAGE",186000,"Source Verified","credit_card","601xx",10.09,0,"Mar-86",1,7,0,26801,90.2,26
"827558",30000," 60 months",13.33,"C","C3","10+ years","MORTGAGE",80000,"Verified","debt_consolidation","615xx",24.56,0,"Apr-91",1,13,0,47306,62.4,55
"139414",19000," 36 months",17.27,"C","C5","10+ years","MORTGAGE",52500,"Not Verified","debt_consolidation","970xx",16.09,0,"Nov-96",2,9,1,16636,65.8,44
"505816",14000," 36 months",9.76,"B","B3","5 years","MORTGAGE",130000,"Verified","credit_card","234xx",12.02,0,"Jun-03",0,18,1,34120,67.7,31
"841979",15875," 36 months",15.61,"D","D1","3 years","RENT",52989,"Verified","debt_consolidation","100xx",18.97,0,"Sep-94",1,9,1,9876,100.8,17
"393123",6000," 36 months",10.99,"B","B3","10+ years","MORTGAGE",55000,"Source Verified","debt_consolidation","184xx",23.15,0,"Mar-00",0,9,0,9504,57.6,18
"607434",12000," 60 months",14.65,"C","C5","2 years","OWN",92700,"Not Verified","credit_card","740xx",23.56,0,"Mar-02",1,22,0,13755,97.6,48
"730523",16000," 36 months",12.69,"C","C2","9 years","RENT",53000,"Not Verified","debt_consolidation","559xx",20.45,0,"Jan-11",0,5,0,6407,83.2,8
"7135",6500," 36 months",9.91,"B","B1","1 year","RENT",38400,"Source Verified","other","809xx",17.25,1,"Jun-04",1,9,0,2387,53,17
"330055",6000," 36 months",7.69,"A","A4","3 years","RENT",25000,"Source Verified","credit_card","949xx",29.76,0,"Jun-95",0,6,0,7670,18.4,10
"841090",16000," 60 months",13.33,"C","C3","7 years","RENT",126000,"Verified","debt_consolidation","960xx",18.95,0,"Mar-96",0,15,0,11549,53.5,27
"285737",28800," 60 months",24.5,"F","F3","10+ years","RENT",1e+05,"Verified","debt_consolidation","480xx",18.49,0,"Apr-95",0,13,0,11142,85.1,39
"728033",15400," 36 months",17.86,"D","D5","2 years","OWN",35000,"Source Verified","debt_consolidation","184xx",23.11,0,"Feb-04",0,8,0,3487,34.2,18
"176928",9600," 36 months",13.11,"B","B4","4 years","MORTGAGE",99500,"Not Verified","credit_card","970xx",15.4,0,"Apr-95",1,9,1,13534,92.7,21
"409463",15000," 36 months",7.9,"A","A4","< 1 year","MORTGAGE",80000,"Not Verified","debt_consolidation","630xx",24.93,1,"Jul-95",1,18,0,27996,32,44
"726143",28000," 60 months",18.55,"E","E2","10+ years","MORTGAGE",80000,"Source Verified","debt_consolidation","471xx",17.52,1,"Feb-03",1,15,2,25163,79.6,34
"483673",31200," 36 months",11.99,"C","C1","10+ years","MORTGAGE",65000,"Source Verified","debt_consolidation","700xx",21.98,0,"Aug-91",0,7,0,37398,58.2,18
"39766",25000," 36 months",10.59,"C","C2","2 years","RENT",48000,"Not Verified","small_business","113xx",4.05,0,"Jan-00",0,5,0,2422,23.3,12
"84736",20000," 60 months",16.2,"C","C4","10+ years","MORTGAGE",65000,"Source Verified","credit_card","759xx",23.46,1,"Feb-86",4,17,0,31023,35,39
"739615",10850," 60 months",17.86,"D","D5","4 years","MORTGAGE",89000,"Verified","debt_consolidation","275xx",25.8,0,"Jul-98",1,17,0,12332,94.1,41
"794998",21000," 36 months",10.99,"B","B4","9 years","MORTGAGE",94000,"Source Verified","debt_consolidation","606xx",8.8,0,"Oct-04",0,12,0,7445,20.2,22
"130616",10000," 36 months",13.11,"B","B4","10+ years","MORTGAGE",106000,"Not Verified","credit_card","365xx",9.97,0,"Jan-99",2,9,0,11866,65.9,17
"165384",18000," 36 months",16.29,"C","C4","10+ years","RENT",52000,"Verified","credit_card","489xx",32.08,0,"Apr-02",0,14,0,20056,76.8,34
"518087",16000," 60 months",12.05,"C","C1","< 1 year","MORTGAGE",60000,"Not Verified","credit_card","367xx",25.78,0,"Apr-05",0,17,0,16611,45,44
"48269",2500," 36 months",19.97,"D","D5","9 years","MORTGAGE",60000,"Verified","car","531xx",4.34,0,"Feb-98",2,5,1,40285,95.2,15
"550222",19200," 60 months",12.69,"C","C2","5 years","MORTGAGE",60000,"Not Verified","debt_consolidation","660xx",13.44,0,"Aug-05",0,21,0,10298,54.8,24
"748439",6500," 36 months",12.69,"C","C2","4 years","MORTGAGE",35000,"Verified","debt_consolidation","327xx",15.65,0,"Sep-90",1,6,0,13148,40,6
"577967",32500," 60 months",12.29,"C","C1","10+ years","RENT",72000,"Source Verified","credit_card","968xx",19.92,0,"Nov-87",0,5,0,44315,66.1,10
"882359",12000," 36 months",17.14,"D","D4","10+ years","RENT",65000,"Verified","debt_consolidation","902xx",29.78,0,"Sep-99",3,21,0,28543,67.5,26
"110510",15000," 36 months",21.15,"E","E2","10+ years","RENT",398000,"Verified","moving","940xx",7.44,1,"Feb-95",3,14,0,26054,74.9,37
"558470",16800," 36 months",5.32,"A","A1","< 1 year","OWN",75000,"Source Verified","credit_card","671xx",13.87,0,"Mar-88",1,11,2,21648,46.9,20
"636392",24000," 36 months",8.18,"B","B1","4 years","MORTGAGE",140000,"Source Verified","other","787xx",15.53,2,"Apr-95",0,10,0,34115,76.8,19
"809589",17000," 36 months",6.39,"A","A2","2 years","MORTGAGE",80000,"Source Verified","debt_consolidation","991xx",16.4,0,"Apr-03",0,12,0,15667,57.2,32
"319043",33000," 36 months",7.12,"A","A3","5 years","MORTGAGE",1e+05,"Not Verified","credit_card","149xx",10.94,0,"Aug-99",2,8,0,36806,7.1,33
"477734",13650," 60 months",20.99,"E","E5","5 years","RENT",50000,"Source Verified","debt_consolidation","381xx",23.02,0,"Aug-07",3,9,0,3121,43.3,16
"370496",4000," 36 months",6.49,"A","A2","10+ years","MORTGAGE",49000,"Not Verified","credit_card","558xx",4.95,0,"Feb-97",1,6,0,2309,7.8,11
"116890",10000," 36 months",7.9,"A","A4","3 years","MORTGAGE",116000,"Verified","debt_consolidation","303xx",22.29,0,"Aug-87",0,20,0,31361,78.8,48
"18051",20000," 60 months",16.4,"E","E1","10+ years","MORTGAGE",55000,"Verified","debt_consolidation","291xx",16.69,0,"Jun-00",1,14,1,13498,58.2,23
"350121",8000," 36 months",17.57,"D","D4","10+ years","RENT",49000,"Verified","debt_consolidation","334xx",8.47,0,"Mar-00",4,16,0,7097,32.6,22
"379054",14400," 36 months",9.17,"B","B1","6 years","RENT",97198,"Not Verified","debt_consolidation","125xx",10.62,1,"Sep-96",1,8,0,14107,44.9,26
"629148",13450," 60 months",16.99,"D","D3","10+ years","OWN",70000,"Verified","credit_card","829xx",38.42,0,"Sep-95",1,16,0,35082,63.6,23
"745365",16000," 36 months",8.18,"B","B1","10+ years","MORTGAGE",65000,"Source Verified","debt_consolidation","759xx",21.1,0,"Dec-01",0,22,0,14303,48.3,44
"347078",7000," 36 months",13.35,"C","C2","3 years","RENT",44000,"Not Verified","credit_card","177xx",33.82,0,"Sep-06",2,19,0,6088,80.1,32
"386924",31500," 36 months",11.67,"B","B4","2 years","MORTGAGE",118000,"Verified","credit_card","309xx",27.37,0,"Oct-90",1,17,0,121594,61.6,39
"627566",10000," 36 months",16.99,"D","D3","10+ years","RENT",75000,"Not Verified","debt_consolidation","752xx",35.54,0,"Dec-03",0,7,0,2661,15.1,16
"111305",28500," 36 months",18.85,"D","D3","10+ years","MORTGAGE",68400,"Verified","debt_consolidation","809xx",10.57,0,"Jan-96",2,23,0,19141,46.5,38
"392270",14000," 36 months",6.03,"A","A1","7 years","RENT",90000,"Source Verified","debt_consolidation","606xx",24.46,0,"Aug-00",0,12,0,6908,46.4,27
"771809",35000," 36 months",9.99,"B","B3","5 years","RENT",240000,"Not Verified","debt_consolidation","921xx",21.52,1,"Aug-99",1,16,1,26316,42.5,40
"331643",6000," 36 months",6.49,"A","A2","10+ years","MORTGAGE",75000,"Source Verified","home_improvement","852xx",7.2,0,"Dec-90",3,4,0,1082,6.8,18
"129065",10000," 36 months",17.77,"D","D1","10+ years","RENT",98600,"Source Verified","debt_consolidation","327xx",19.03,0,"Jun-96",0,11,0,3108,84,23
"289469",3600," 36 months",7.69,"A","A4","1 year","MORTGAGE",127000,"Not Verified","home_improvement","085xx",10.89,0,"Jul-84",1,9,0,13127,58.3,40
"251743",16000," 60 months",11.44,"B","B4","3 years","MORTGAGE",94000,"Not Verified","debt_consolidation","482xx",15.74,0,"Aug-92",0,15,0,26844,62,30
"206811",12000," 36 months",11.14,"B","B2","4 years","MORTGAGE",64000,"Not Verified","home_improvement","926xx",4.12,1,"Dec-85",1,17,0,14527,56.3,56
"485774",16800," 60 months",7.89,"A","A5","5 years","MORTGAGE",73000,"Source Verified","debt_consolidation","380xx",23.59,0,"May-86",0,16,0,17990,37.5,30
"156930",20000," 36 months",12.12,"B","B3","2 years","RENT",70000,"Verified","debt_consolidation","802xx",13.46,0,"Jul-07",0,10,0,12328,44.2,15
"133069",10925," 36 months",11.14,"B","B2","10+ years","MORTGAGE",41000,"Not Verified","credit_card","970xx",12.18,0,"Aug-01",1,15,0,5668,21.6,36
"708126",15000," 36 months",8.18,"B","B1","10+ years","OWN",50000,"Not Verified","credit_card","113xx",22.9,0,"Dec-90",0,6,0,30607,46.5,6
"529902",7200," 36 months",5.32,"A","A1","8 years","MORTGAGE",70000,"Not Verified","credit_card","980xx",15.1,0,"Oct-94",0,20,0,14261,9.4,31
"133444",35000," 60 months",17.27,"C","C5","5 years","MORTGAGE",150000,"Source Verified","debt_consolidation","921xx",13.49,0,"Nov-01",0,12,0,29866,84.6,28
"673059",5600," 36 months",5.32,"A","A1","10+ years","MORTGAGE",116000,"Not Verified","debt_consolidation","805xx",17.55,0,"Sep-81",1,16,0,21382,38.5,63
"333266",7200," 36 months",12.49,"B","B5","10+ years","MORTGAGE",40000,"Source Verified","credit_card","144xx",15.72,0,"Jan-99",1,7,1,5044,88.5,18
"336760",20000," 60 months",12.49,"B","B5","10+ years","MORTGAGE",93000,"Source Verified","credit_card","378xx",20.72,1,"Apr-95",0,11,0,13918,82.8,26
"527382",16000," 36 months",10.99,"B","B4","4 years","MORTGAGE",40000,"Source Verified","debt_consolidation","325xx",12.3,0,"Sep-05",0,8,0,15473,60.4,14
"718096",15000," 36 months",9.17,"B","B2","3 years","RENT",50000,"Source Verified","credit_card","075xx",23.35,0,"Oct-07",0,30,0,14251,50.9,43
"595029",26000," 60 months",9.99,"B","B3","2 years","MORTGAGE",140000,"Not Verified","debt_consolidation","840xx",11.13,0,"Apr-01",0,13,0,4588,6.9,43
"220380",8700," 60 months",21.97,"E","E5","5 years","MORTGAGE",120000,"Verified","debt_consolidation","923xx",9.07,0,"Apr-00",2,7,0,4106,83.8,16
"118496",7500," 36 months",6.03,"A","A1","n/a","RENT",52000,"Source Verified","car","665xx",1.04,0,"Sep-88",0,6,0,4500,8.6,17
"311652",12000," 36 months",16.29,"D","D2","9 years","RENT",44000,"Source Verified","vacation","954xx",16.04,0,"Oct-90",0,6,0,4270,41.9,17
"715229",6000," 36 months",14.65,"C","C5","4 years","RENT",50000,"Source Verified","other","320xx",24.7,0,"Sep-11",1,6,0,4673,51.4,9
"395062",14400," 60 months",18.25,"D","D3","5 years","MORTGAGE",45000,"Verified","debt_consolidation","373xx",28.88,0,"Jul-98",0,18,0,22753,79,39
"725751",8000," 36 months",9.99,"B","B3","n/a","RENT",62000,"Verified","debt_consolidation","341xx",28.39,6,"Jul-01",1,7,0,6320,50.6,29
"284184",9375," 36 months",20.2,"E","E3","1 year","RENT",30000,"Source Verified","debt_consolidation","606xx",18.48,0,"Nov-00",0,8,2,9004,69.3,11
"57343",35000," 60 months",21,"E","E1","10+ years","MORTGAGE",210000,"Verified","debt_consolidation","766xx",12.75,0,"Dec-86",1,10,1,14007,95.9,24
"346916",20000," 36 months",15.61,"D","D1","6 years","RENT",49998,"Source Verified","debt_consolidation","900xx",24.4,1,"Jun-99",0,15,0,13583,60.6,25
"780751",14225," 60 months",21.67,"E","E5","6 years","OWN",42000,"Source Verified","house","327xx",6.74,0,"Nov-11",0,5,0,7132,58,7
"734263",8000," 36 months",16.55,"D","D2","n/a","RENT",18000,"Verified","debt_consolidation","299xx",36.98,0,"Mar-86",1,6,1,16513,67.4,11
"630472",14875," 36 months",7.26,"A","A4","2 years","RENT",31000,"Not Verified","credit_card","071xx",28.53,0,"Mar-97",1,16,0,16829,34.6,26
"239911",35000," 60 months",12.99,"C","C2","10+ years","MORTGAGE",173000,"Verified","credit_card","930xx",23.44,0,"Jun-04",0,12,0,43575,93.9,26
"31203",3000," 36 months",14.96,"D","D2","3 years","RENT",49000,"Not Verified","small_business","344xx",4.9,0,"Oct-97",0,5,0,9,3,12
"790538",2000," 36 months",13.33,"C","C3","1 year","RENT",40000,"Source Verified","moving","114xx",2.04,0,"Aug-09",1,5,0,2325,43.9,6
"272868",32300," 36 months",12.49,"B","B5","10+ years","RENT",230000,"Verified","debt_consolidation","600xx",23.77,0,"Apr-97",2,24,0,29379,82.1,36
"734440",14600," 60 months",17.57,"D","D4","n/a","RENT",50000,"Verified","debt_consolidation","300xx",12.53,1,"Jul-97",0,11,1,4178,48.6,21
"692897",12000," 36 months",7.26,"A","A4","10+ years","MORTGAGE",32436,"Not Verified","debt_consolidation","704xx",26.08,0,"Aug-00",0,9,0,13999,41.9,18
"723071",6600," 36 months",10.99,"B","B4","10+ years","OWN",37000,"Source Verified","debt_consolidation","701xx",29.55,2,"Nov-99",1,20,0,6573,22.7,29
"58341",12000," 60 months",15.1,"C","C2","7 years","MORTGAGE",60000,"Source Verified","debt_consolidation","138xx",20.08,1,"Jan-88",0,12,0,28217,60.9,38
"308833",5000," 36 months",9.17,"B","B1","< 1 year","OWN",58000,"Not Verified","debt_consolidation","021xx",9.94,0,"Apr-05",0,6,0,6297,82.9,8
"280341",12000," 36 months",7.69,"A","A4","n/a","MORTGAGE",40000,"Verified","debt_consolidation","956xx",14.43,0,"Oct-02",1,8,0,8694,66.4,9
"575669",12000," 36 months",13.33,"C","C3","10+ years","MORTGAGE",69250,"Verified","debt_consolidation","228xx",39.91,0,"May-06",0,9,0,16445,79.4,14
"784502",25000," 60 months",9.99,"B","B3","1 year","RENT",69360,"Source Verified","credit_card","322xx",21.49,0,"Apr-86",1,15,0,24729,55.7,25
"171755",30000," 36 months",14.33,"C","C1","8 years","MORTGAGE",90000,"Verified","debt_consolidation","026xx",22.61,2,"Sep-98",1,11,2,21170,75.9,22
"564919",29900," 36 months",17.57,"D","D4","10+ years","RENT",65000,"Not Verified","debt_consolidation","777xx",35.38,0,"Aug-01",0,15,0,27650,69.8,33
"317518",3000," 36 months",13.35,"C","C2","< 1 year","MORTGAGE",52000,"Not Verified","debt_consolidation","182xx",2.93,1,"Mar-00",0,4,0,218,1,15
"62206",15000," 60 months",23.1,"E","E4","2 years","MORTGAGE",51209.6,"Verified","debt_consolidation","805xx",8.69,0,"May-05",3,6,0,5566,69.6,13
"793567",17700," 60 months",13.33,"C","C3","10+ years","MORTGAGE",48000,"Source Verified","debt_consolidation","324xx",27.15,1,"Oct-97",1,9,0,31660,11.5,23
"685415",15000," 60 months",12.29,"C","C1","10+ years","MORTGAGE",59000,"Not Verified","credit_card","385xx",31.33,0,"Oct-00",0,9,0,12297,48.6,40
"489940",26000," 60 months",18.99,"E","E3","10+ years","MORTGAGE",54000,"Verified","debt_consolidation","150xx",31.76,0,"Oct-97",0,9,0,29682,77.5,13
"365849",16000," 36 months",14.99,"C","C5","10+ years","MORTGAGE",40000,"Source Verified","debt_consolidation","460xx",11.76,0,"Nov-95",2,13,0,9851,43.8,27
