"","loan_amnt","term","int_rate","grade","sub_grade","emp_length","home_ownership","annual_inc","verification_status","purpose","zip_code","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","open_acc","pub_rec","revol_bal","revol_util","total_acc"
"92062",7000," 36 months",11.55,"B","B3","n/a","OWN",23568,"Verified","credit_card","802xx",14.05,0,"Dec-70",0,10,1,9038,46.6,23
"580725",8275," 36 months",16.99,"D","D3","1 year","RENT",40800,"Verified","medical","907xx",25.48,0,"Mar-00",1,26,0,7458,32.7,35
"800375",28000," 36 months",6.68,"A","A3","10+ years","MORTGAGE",1e+05,"Source Verified","credit_card","933xx",14.66,0,"Dec-90",1,20,1,42054,56.5,42
"221262",26375," 60 months",19.22,"D","D5","10+ years","RENT",52931,"Verified","home_improvement","448xx",19.12,0,"May-05",0,5,0,7674,80.8,14
"497924",23925," 36 months",13.18,"C","C3","< 1 year","RENT",65000,"Verified","credit_card","104xx",15.64,1,"Nov-95",0,6,1,11688,50.4,17
"127629",1500," 36 months",18.75,"D","D3","2 years","MORTGAGE",90000,"Not Verified","vacation","565xx",19.55,0,"Jul-03",0,9,0,6117,64,22
"113950",10050," 36 months",16.78,"C","C5","8 years","RENT",38000,"Not Verified","credit_card","931xx",17.02,0,"May-09",1,7,0,5142,52.5,10
"284035",12000," 36 months",7.12,"A","A3","10+ years","MORTGAGE",85389,"Source Verified","debt_consolidation","988xx",20.74,0,"Mar-92",0,9,0,8473,98.5,40
"326525",15000," 36 months",9.17,"B","B1","10+ years","MORTGAGE",150000,"Not Verified","debt_consolidation","722xx",4.7,0,"Oct-96",1,14,0,28122,46.3,32
"791932",10000," 36 months",9.99,"B","B3","10+ years","MORTGAGE",38000,"Not Verified","small_business","373xx",15.26,0,"Jun-79",0,4,0,5232,83,37
"189536",10000," 36 months",13.11,"B","B4","5 years","RENT",48000,"Not Verified","other","925xx",18.75,0,"Oct-99",2,6,1,3244,23.2,12
"566497",18000," 60 months",18.25,"E","E1","1 year","MORTGAGE",75000,"Source Verified","debt_consolidation","342xx",20.45,0,"Oct-04",1,12,0,5386,29.8,16
"282722",1000," 36 months",7.69,"A","A4","n/a","OWN",30000,"Verified","debt_consolidation","855xx",21.8,0,"Feb-89",0,16,1,4968,41.7,35
"783479",4200," 36 months",15.61,"D","D1","< 1 year","RENT",23000,"Not Verified","debt_consolidation","890xx",18.16,0,"Feb-10",0,6,0,15349,55.8,10
"32578",6025," 36 months",10.99,"B","B4","< 1 year","RENT",38000,"Not Verified","debt_consolidation","231xx",9,0,"Aug-05",3,4,0,59,1.5,12
"708020",7000," 36 months",10.99,"B","B4","4 years","RENT",34100,"Source Verified","home_improvement","113xx",11.58,0,"Aug-02",0,6,0,14903,63.4,17
"463989",11575," 36 months",15.61,"C","C4","4 years","OWN",50000,"Not Verified","debt_consolidation","320xx",19.04,0,"Jul-06",0,12,0,13365,63.9,16
"186774",22750," 60 months",20.49,"E","E1","10+ years","MORTGAGE",52000,"Verified","credit_card","067xx",28.11,0,"Oct-95",2,9,0,18656,75.5,19
"98076",8000," 36 months",9.71,"B","B1","2 years","RENT",60000,"Not Verified","credit_card","119xx",11.44,0,"Jul-06",0,21,0,10569,40.5,28
"694727",12000," 36 months",13.33,"C","C3","10+ years","MORTGAGE",32000,"Verified","debt_consolidation","433xx",30.87,0,"Jul-00",0,6,0,4814,65.9,27
"214937",6000," 36 months",12.12,"B","B3","1 year","RENT",48500,"Source Verified","debt_consolidation","770xx",21.5,0,"Oct-98",0,16,0,15071,80.2,27
"696476",25000," 36 months",11.53,"B","B5","10+ years","OWN",64000,"Source Verified","debt_consolidation","190xx",16.01,0,"Aug-93",2,15,0,25568,40.5,50
"443196",12050," 60 months",17.57,"D","D2","10+ years","RENT",50000,"Source Verified","debt_consolidation","921xx",7.25,0,"Jan-90",0,5,1,523,5.4,32
"381495",13000," 60 months",14.99,"C","C5","10+ years","RENT",56000,"Source Verified","debt_consolidation","554xx",13.65,0,"Oct-96",0,12,0,15223,66.8,22
"485655",18000," 60 months",9.76,"B","B3","10+ years","RENT",350000,"Source Verified","debt_consolidation","100xx",8.07,0,"Oct-85",0,16,2,26948,36,21
"512543",25000," 36 months",7.26,"A","A4","3 years","MORTGAGE",108000,"Verified","debt_consolidation","631xx",3.7,0,"Oct-02",1,8,0,6872,53.7,48
"592539",16050," 36 months",12.69,"C","C2","7 years","MORTGAGE",35000,"Source Verified","debt_consolidation","018xx",5.52,0,"Sep-95",0,5,0,9277,82.1,18
"860606",20000," 60 months",17.14,"D","D4","1 year","RENT",40000,"Source Verified","other","325xx",33.73,0,"Apr-89",0,22,0,25597,32.9,45
"378065",16375," 60 months",20.2,"E","E3","1 year","MORTGAGE",45760,"Source Verified","debt_consolidation","292xx",25.05,0,"Mar-89",0,8,0,7001,68,39
"279748",4200," 36 months",10.99,"B","B3","n/a","OWN",29100,"Verified","credit_card","953xx",38.29,0,"Dec-97",0,5,1,3805,26.8,16
"153176",20000," 60 months",12.12,"B","B3","1 year","OWN",92000,"Verified","debt_consolidation","410xx",10.62,0,"Apr-01",0,21,0,18707,34,37
"615105",14200," 60 months",20.99,"E","E5","3 years","RENT",30720,"Verified","debt_consolidation","960xx",17.66,0,"Apr-11",0,6,0,3042,101.4,15
"583905",5000," 36 months",9.99,"B","B3","3 years","RENT",36000,"Source Verified","debt_consolidation","126xx",21.8,0,"Nov-99",0,8,0,3510,81.6,22
"75711",6000," 36 months",12.99,"B","B4","1 year","RENT",50200,"Verified","debt_consolidation","088xx",26.18,0,"Apr-01",0,16,0,10826,35.7,25
"390562",6000," 36 months",12.99,"C","C1","5 years","RENT",33000,"Source Verified","debt_consolidation","488xx",30.55,0,"Oct-03",0,17,0,5314,35.4,37
"405612",5000," 36 months",11.99,"B","B3","1 year","RENT",20000,"Verified","credit_card","967xx",16.69,0,"Apr-01",0,4,0,11536,64.1,11
"575342",15000," 60 months",9.17,"B","B2","2 years","MORTGAGE",1e+05,"Source Verified","debt_consolidation","439xx",10.15,0,"Aug-97",1,8,0,7691,58.7,16
"322231",8000," 36 months",11.67,"B","B4","3 years","MORTGAGE",78000,"Not Verified","debt_consolidation","853xx",8.56,0,"Feb-04",2,14,0,8148,44.3,20
"404227",9000," 36 months",18.92,"D","D4","6 years","RENT",48000,"Verified","debt_consolidation","900xx",20.88,0,"Jan-09",1,13,0,3704,33.1,21
"725601",12000," 36 months",12.29,"C","C1","< 1 year","RENT",108000,"Source Verified","credit_card","917xx",15.77,0,"Jun-99",2,23,1,18601,52,53
"364557",20000," 36 months",10.99,"B","B3","4 years","MORTGAGE",115000,"Source Verified","debt_consolidation","030xx",22.05,5,"Dec-98",0,12,0,2080,57.8,34
"153566",16000," 36 months",12.12,"B","B3","10+ years","MORTGAGE",65000,"Not Verified","debt_consolidation","105xx",15.9,0,"Dec-00",2,8,0,62200,72.1,22
"673784",20000," 36 months",16.99,"D","D3","3 years","MORTGAGE",220000,"Verified","moving","941xx",3.69,0,"Feb-01",0,3,1,0,0,11
"489774",25000," 60 months",15.41,"D","D1","1 year","RENT",95000,"Source Verified","debt_consolidation","947xx",15.65,0,"Jun-99",1,17,0,14550,48.5,19
"436372",10000," 36 months",14.64,"C","C3","10+ years","RENT",160000,"Source Verified","debt_consolidation","100xx",8.22,0,"Nov-97",1,13,0,24421,94.3,24
"654688",8400," 36 months",10.99,"B","B4","8 years","OWN",41000,"Not Verified","debt_consolidation","462xx",36.24,3,"Jul-00",0,19,0,6434,20.2,31
"228070",8000," 36 months",7.9,"A","A4","1 year","MORTGAGE",85000,"Not Verified","credit_card","774xx",23.69,0,"Jul-01",1,17,0,15497,31.3,24
"428080",4500," 36 months",14.16,"C","C2","8 years","RENT",51500,"Verified","moving","105xx",3.99,0,"Apr-02",0,5,0,381,10.3,19
"231620",12000," 36 months",14.31,"C","C4","< 1 year","MORTGAGE",102000,"Not Verified","debt_consolidation","840xx",18.33,1,"Sep-98",0,14,0,11378,83.1,48
"291525",10000," 60 months",16.99,"D","D3","2 years","RENT",28900,"Source Verified","debt_consolidation","326xx",15.61,0,"May-98",1,16,0,10785,50.2,34
"389968",25000," 60 months",14.99,"C","C5","10+ years","RENT",92000,"Source Verified","debt_consolidation","925xx",23.47,0,"Mar-99",0,10,0,30676,66,25
"664375",20000," 36 months",9.99,"B","B3","10+ years","MORTGAGE",59420,"Not Verified","debt_consolidation","770xx",22.52,0,"Apr-96",0,9,0,10571,53.9,18
"46361",10000," 36 months",12.85,"B","B4","2 years","OWN",25000,"Source Verified","credit_card","212xx",13.83,1,"Dec-98",0,12,1,10059,38.8,23
"181061",4000," 36 months",15.31,"C","C2","10+ years","OWN",64000,"Source Verified","home_improvement","329xx",8.38,0,"Apr-93",1,8,0,4051,53.3,32
"136922",4000," 36 months",19.05,"D","D4","6 years","RENT",18707,"Not Verified","debt_consolidation","923xx",6.8,0,"Aug-08",0,4,0,3367,86.3,4
"283134",35000," 60 months",12.99,"C","C1","6 years","RENT",80000,"Source Verified","credit_card","949xx",21.53,0,"Sep-00",0,16,0,48492,94.9,38
"16093",1000," 36 months",5.42,"A","A1","n/a","MORTGAGE",28800,"Not Verified","car","087xx",26,0,"Nov-88",0,14,0,3134,5.8,29
"52297",26400," 36 months",14.47,"C","C2","3 years","RENT",75000,"Source Verified","credit_card","129xx",18.48,0,"May-97",2,8,0,19758,74.3,15
"713823",26000," 60 months",21.99,"F","F1","10+ years","MORTGAGE",65000,"Source Verified","credit_card","855xx",28.03,1,"Dec-93",0,21,0,43426,61,33
"849215",10000," 36 months",11.99,"B","B5","7 years","MORTGAGE",42000,"Source Verified","debt_consolidation","978xx",21.54,1,"Jun-00",0,16,0,4650,20.3,26
"769310",35000," 36 months",13.33,"C","C3","4 years","MORTGAGE",180000,"Verified","debt_consolidation","076xx",11.36,0,"Oct-98",1,11,1,14074,44.4,33
"69575",15000," 36 months",7.62,"A","A3","2 years","RENT",48500,"Verified","debt_consolidation","535xx",22.79,0,"Jun-98",2,14,0,7867,37.8,24
"671990",10000," 36 months",7.89,"A","A5","n/a","MORTGAGE",72000,"Verified","debt_consolidation","283xx",25.74,1,"Feb-84",0,13,0,27951,45.9,25
"454015",5000," 36 months",10.99,"B","B2","9 years","OWN",68000,"Verified","debt_consolidation","080xx",10.73,1,"Jul-92",1,5,0,5152,50.5,9
"144097",35000," 60 months",17.27,"C","C5","3 years","MORTGAGE",130000,"Verified","debt_consolidation","469xx",19.95,0,"Mar-94",0,20,0,16620,47.8,37
"71472",10000," 36 months",17.76,"D","D1","10+ years","RENT",55200,"Verified","major_purchase","103xx",9.8,2,"Apr-86",1,8,0,12637,66.2,25
"165446",32350," 36 months",16.29,"C","C4","7 years","MORTGAGE",80000,"Verified","home_improvement","956xx",23.29,0,"Mar-01",1,9,1,2975,9.9,57
"385178",5000," 36 months",12.49,"B","B5","7 years","RENT",48500,"Not Verified","debt_consolidation","937xx",8.46,0,"Oct-93",1,9,0,4476,26,11
"707893",1600," 36 months",15.61,"D","D1","10+ years","RENT",40650,"Not Verified","debt_consolidation","194xx",27.36,0,"Nov-05",1,9,0,4227,78.3,19
"132120",15000," 36 months",14.09,"B","B5","4 years","RENT",87000,"Verified","credit_card","060xx",25.59,3,"May-98",2,13,0,138614,38.7,31
"138003",17600," 36 months",13.11,"B","B4","2 years","RENT",50000,"Not Verified","house","770xx",2.4,0,"Apr-08",3,5,0,1780,4.5,10
"140564",26375," 60 months",16.29,"C","C4","10+ years","MORTGAGE",1e+05,"Verified","debt_consolidation","193xx",4.62,0,"May-93",0,11,0,9740,68.6,14
"48806",15000," 36 months",7.9,"A","A4","8 years","MORTGAGE",42000,"Source Verified","debt_consolidation","134xx",18.37,1,"Oct-00",0,12,1,8017,58.9,33
"111671",7500," 36 months",14.33,"C","C2","10+ years","RENT",52000,"Not Verified","home_improvement","274xx",15.17,1,"Feb-78",0,8,0,11196,56.5,8
"44162",3000," 36 months",18.25,"D","D3","7 years","RENT",76000,"Source Verified","other","100xx",0.49,0,"Jan-03",0,9,0,1311,45.2,18
"474332",14500," 60 months",13.18,"C","C3","10+ years","MORTGAGE",130000,"Source Verified","debt_consolidation","902xx",4.19,0,"Dec-97",0,10,1,17169,48.8,20
"639220",2500," 36 months",8.18,"B","B1","4 years","MORTGAGE",150000,"Source Verified","vacation","920xx",4.26,0,"Apr-89",1,8,1,4602,53,36
"536306",3000," 36 months",11.49,"B","B5","1 year","RENT",18000,"Source Verified","debt_consolidation","762xx",10.07,0,"Jul-93",0,4,0,4880,10.6,6
"643120",6000," 36 months",12.29,"C","C1","< 1 year","RENT",34000,"Source Verified","debt_consolidation","062xx",24,0,"Oct-03",1,28,0,4797,32.9,47
"46649",14000," 36 months",7.62,"A","A3","10+ years","OWN",60000,"Not Verified","debt_consolidation","717xx",7.48,0,"Apr-98",1,11,0,14659,34.1,22
"688545",12000," 36 months",6.89,"A","A3","10+ years","MORTGAGE",260000,"Verified","debt_consolidation","484xx",23.91,0,"Sep-92",0,19,0,28528,43.3,39
"64376",21850," 60 months",19.52,"D","D4","10+ years","MORTGAGE",50000,"Verified","debt_consolidation","604xx",32.36,1,"Dec-99",1,20,0,21800,47.3,43
"183238",28825," 60 months",22.95,"F","F1","10+ years","MORTGAGE",74184,"Source Verified","debt_consolidation","801xx",24.54,0,"Nov-97",2,18,0,23513,78.6,34
"828102",10000," 36 months",9.99,"B","B3","4 years","MORTGAGE",85000,"Source Verified","debt_consolidation","219xx",17.86,0,"Apr-02",2,9,2,5204,73.3,20
"25775",5500," 36 months",13.23,"C","C1","5 years","RENT",24000,"Source Verified","debt_consolidation","917xx",21.95,0,"Nov-03",1,2,0,16905,62.8,10
"768600",18000," 36 months",12.29,"C","C1","10+ years","OWN",141372,"Source Verified","debt_consolidation","117xx",20.88,3,"Oct-96",1,12,1,8302,37.7,51
"599976",14325," 60 months",13.33,"C","C3","10+ years","MORTGAGE",88000,"Verified","debt_consolidation","481xx",34.82,0,"Mar-98",0,13,0,25237,61,34
"199970",7200," 36 months",12.12,"B","B3","8 years","MORTGAGE",65000,"Not Verified","debt_consolidation","799xx",4.47,0,"Jan-07",1,6,0,4808,29.6,7
"838362",25000," 60 months",19.52,"E","E3","10+ years","MORTGAGE",103000,"Verified","debt_consolidation","212xx",37.2,0,"Jul-89",0,14,0,53016,67.9,37
"132084",11200," 36 months",15.8,"C","C3","< 1 year","MORTGAGE",38000,"Source Verified","debt_consolidation","373xx",16.42,1,"Mar-08",0,6,0,5438,60.4,10
"488377",3200," 36 months",10.64,"B","B4","n/a","RENT",71274.36,"Verified","vacation","958xx",31.45,0,"Dec-85",1,22,0,33974,55.5,33
"448378",12475," 36 months",14.98,"C","C3","< 1 year","MORTGAGE",1e+05,"Verified","debt_consolidation","801xx",14.98,0,"Feb-04",1,14,1,4726,77.5,39
"36009",3000," 36 months",10.95,"B","B1","8 years","MORTGAGE",58704,"Source Verified","major_purchase","601xx",7.4,1,"Sep-95",2,5,0,11855,76,26
"439150",6500," 36 months",7.62,"A","A3","10+ years","MORTGAGE",57000,"Not Verified","credit_card","376xx",9.22,0,"Jun-01",0,8,0,5826,19.5,13
"612721",10000," 36 months",14.65,"C","C5","1 year","RENT",40000,"Verified","debt_consolidation","286xx",24.36,0,"Feb-06",0,11,0,8258,55.4,14
"376563",14400," 60 months",25.99,"G","G4","1 year","MORTGAGE",41000,"Verified","major_purchase","293xx",9.31,1,"Feb-91",2,9,0,9728,62,13
"402768",21000," 36 months",7.9,"A","A4","10+ years","MORTGAGE",1e+05,"Source Verified","credit_card","301xx",14.18,0,"Jul-97",0,12,1,30045,63.9,34
"407590",3600," 36 months",23.43,"F","F1","5 years","RENT",40000,"Source Verified","debt_consolidation","808xx",8.16,0,"Dec-00",2,11,0,7838,52.6,13
"45120",20375," 36 months",13.53,"B","B5","10+ years","MORTGAGE",106000,"Verified","debt_consolidation","082xx",28.33,0,"Feb-95",1,21,0,31992,73.2,50
"853357",6500," 36 months",11.44,"B","B4","4 years","RENT",116374,"Source Verified","debt_consolidation","935xx",14.94,0,"Jun-04",0,18,0,16588,54.8,23
"675700",12000," 36 months",7.89,"A","A5","10+ years","RENT",55000,"Verified","debt_consolidation","330xx",8.62,0,"Mar-04",0,4,0,8703,61.3,8
"44912",15000," 36 months",11.99,"B","B3","10+ years","OWN",84999.61,"Source Verified","debt_consolidation","945xx",20.33,0,"Jun-95",1,16,0,12633,49,31
"430208",14500," 60 months",16.59,"D","D1","10+ years","RENT",33000,"Source Verified","credit_card","557xx",26.98,0,"May-90",0,14,0,15687,63.5,28
"468662",30000," 36 months",7.49,"A","A4","5 years","MORTGAGE",160000,"Source Verified","debt_consolidation","922xx",17.12,0,"Nov-95",1,13,0,11948,25.7,19
"522043",11675," 36 months",12.05,"C","C1","< 1 year","OWN",35000,"Source Verified","debt_consolidation","971xx",33.94,0,"Mar-78",0,13,0,24022,58.6,22
"749091",10000," 36 months",12.29,"C","C1","7 years","RENT",50000,"Not Verified","debt_consolidation","079xx",4.51,0,"Nov-11",1,6,0,5312,48.3,6
"751298",18000," 36 months",6.39,"A","A2","4 years","MORTGAGE",90000,"Not Verified","debt_consolidation","882xx",17.05,0,"Nov-03",0,14,0,15729,57.6,31
"763303",5200," 36 months",5.93,"A","A1","1 year","MORTGAGE",64000,"Not Verified","debt_consolidation","282xx",24,0,"Dec-99",0,13,0,16382,66.4,23
"441702",3150," 36 months",10.99,"B","B2","10+ years","RENT",65000,"Source Verified","vacation","731xx",0,0,"Feb-02",0,3,0,0,0,14
"698658",20000," 36 months",7.89,"A","A5","6 years","RENT",108000,"Source Verified","credit_card","112xx",23.91,0,"Dec-00",0,23,0,29019,41.5,27
"220659",3200," 36 months",8.9,"A","A5","1 year","RENT",22200,"Source Verified","car","857xx",3.78,0,"Jun-95",0,2,0,595,85,4
"374107",17000," 36 months",11.67,"B","B4","9 years","MORTGAGE",150000,"Not Verified","credit_card","120xx",21.14,1,"Dec-82",0,16,0,16927,44.1,25
"755639",10000," 36 months",12.29,"C","C1","3 years","RENT",54000,"Not Verified","moving","616xx",10.64,0,"Mar-02",3,16,1,4168,33.9,84
"172982",9000," 36 months",12.12,"B","B3","8 years","MORTGAGE",50000,"Verified","credit_card","560xx",7.94,0,"Apr-89",0,10,1,15100,77.8,31
"778661",7200," 36 months",13.99,"C","C4","9 years","MORTGAGE",93000,"Verified","home_improvement","956xx",31.38,1,"Oct-92",2,14,0,20759,93.9,38
"235058",6000," 36 months",12.99,"C","C2","6 years","MORTGAGE",35000,"Not Verified","credit_card","797xx",31.14,0,"Sep-06",0,14,0,12224,42.2,22
"233149",8000," 36 months",13.66,"C","C3","5 years","RENT",68000,"Not Verified","debt_consolidation","773xx",28.34,0,"Apr-01",1,11,1,10105,54.3,20
"304945",15000," 60 months",16.99,"D","D3","n/a","OWN",50000,"Source Verified","credit_card","194xx",15.41,0,"Apr-09",0,7,0,13864,68.3,8
"200142",12000," 36 months",6.62,"A","A2","10+ years","MORTGAGE",55000,"Source Verified","other","724xx",0.55,0,"Nov-76",1,8,0,656,1.7,23
"428463",29575," 60 months",20.49,"E","E2","10+ years","MORTGAGE",92000,"Source Verified","debt_consolidation","080xx",11.84,0,"May-03",0,9,0,24686,81.7,11
"287149",24000," 60 months",18.24,"D","D5","10+ years","MORTGAGE",72500,"Source Verified","medical","706xx",29.27,1,"May-00",0,8,0,6768,83.6,24
"427100",8975," 36 months",20.49,"E","E2","5 years","MORTGAGE",76591,"Source Verified","other","537xx",27.97,0,"Apr-02",4,15,0,19378,86.5,31
"828755",15000," 60 months",13.99,"C","C4","5 years","RENT",180000,"Not Verified","debt_consolidation","336xx",9.63,0,"Oct-99",1,10,1,16615,28.8,36
"120848",24000," 36 months",12.35,"B","B4","6 years","RENT",80000,"Verified","credit_card","917xx",23.73,0,"Aug-03",0,10,0,19313,77.3,20
"171812",10000," 36 months",10.16,"B","B1","3 years","RENT",90000,"Not Verified","credit_card","606xx",13.45,0,"Apr-03",0,16,0,8095,54,20
"466653",15000," 60 months",9.8,"B","B3","< 1 year","MORTGAGE",35179,"Not Verified","debt_consolidation","814xx",23.47,0,"Jul-00",0,19,0,12706,45.4,40
"727874",28000," 60 months",13.99,"C","C4","8 years","MORTGAGE",118000,"Source Verified","debt_consolidation","386xx",7.39,0,"Mar-77",2,18,0,30237,47.3,36
"344744",10000," 36 months",13.35,"C","C2","10+ years","RENT",101000,"Not Verified","debt_consolidation","900xx",9.55,0,"Jun-95",3,8,1,6153,81,29
"666686",24000," 60 months",9.99,"B","B3","1 year","RENT",79500,"Not Verified","credit_card","303xx",7.92,0,"Aug-97",1,20,0,17402,22,55
"871792",15000," 36 months",7.49,"A","A4","8 years","RENT",51000,"Not Verified","debt_consolidation","127xx",15.46,0,"Feb-00",0,11,0,14920,46.6,24
"366897",10000," 36 months",11.67,"B","B4","4 years","MORTGAGE",90000,"Source Verified","home_improvement","333xx",21.12,0,"Oct-09",0,12,0,10739,55.4,22
"48964",15000," 36 months",14.98,"C","C3","6 years","MORTGAGE",41150,"Verified","debt_consolidation","308xx",29.4,2,"Jul-96",1,16,0,11991,53.8,41
"503286",25750," 36 months",14.48,"C","C5","1 year","MORTGAGE",51543,"Verified","debt_consolidation","804xx",20.65,0,"Oct-97",0,5,0,15379,80.5,21
"106678",21000," 60 months",15.22,"C","C3","10+ years","MORTGAGE",162000,"Verified","credit_card","840xx",10.24,0,"Jul-96",1,10,0,29689,51.5,35
"643616",24000," 36 months",10.99,"B","B4","6 years","MORTGAGE",110000,"Verified","debt_consolidation","220xx",18.68,1,"May-97",0,8,0,44326,72.2,17
"246329",28500," 36 months",14.99,"C","C5","5 years","MORTGAGE",68000,"Source Verified","credit_card","313xx",21.31,0,"Jun-07",1,11,0,2846,19,14
"406506",1500," 36 months",15.61,"C","C5","< 1 year","RENT",30000,"Not Verified","debt_consolidation","853xx",18.12,2,"Nov-94",2,11,0,8084,43.2,36
"365500",12000," 36 months",6.49,"A","A2","n/a","OWN",43450,"Source Verified","credit_card","373xx",15.08,0,"Jul-03",0,14,0,9875,21.5,25
"635768",7100," 36 months",13.33,"C","C3","10+ years","RENT",45000,"Not Verified","debt_consolidation","488xx",9.87,0,"Oct-02",0,3,1,3205,85,6
"791216",15000," 36 months",11.53,"B","B5","< 1 year","MORTGAGE",93000,"Source Verified","debt_consolidation","144xx",23.38,0,"Apr-98",1,21,0,15915,55.6,71
"279133",20000," 60 months",13.35,"C","C2","10+ years","MORTGAGE",75000,"Source Verified","debt_consolidation","104xx",5.04,1,"Nov-00",0,7,0,10298,68.7,15
"628082",5000," 36 months",16.55,"D","D2","3 years","RENT",53650,"Source Verified","other","823xx",26.55,0,"Sep-97",5,14,2,16273,84.4,22
"403712",28000," 60 months",14.64,"C","C3","10+ years","OWN",90000,"Source Verified","home_improvement","601xx",12,0,"Aug-86",0,8,1,6884,42.8,12
"772147",18000," 60 months",10.99,"B","B4","2 years","RENT",52000,"Verified","debt_consolidation","212xx",16.89,0,"Mar-07",0,8,1,3310,42.4,18
"691146",17000," 36 months",13.99,"C","C4","2 years","MORTGAGE",67250,"Not Verified","debt_consolidation","601xx",22.95,2,"Nov-87",0,8,0,16725,77.1,18
"488362",1800," 36 months",13.18,"C","C3","1 year","RENT",24000,"Source Verified","other","973xx",23.7,0,"Mar-08",3,7,0,1503,48.5,20
"140579",2425," 36 months",18.49,"D","D2","10+ years","MORTGAGE",78000,"Not Verified","debt_consolidation","083xx",16.51,0,"Jul-02",1,16,0,20147,95.9,25
"772479",3000," 36 months",8.18,"B","B1","10+ years","RENT",29000,"Not Verified","debt_consolidation","496xx",15.15,1,"Oct-09",0,6,0,3076,41.6,6
"654296",20000," 60 months",9.17,"B","B2","5 years","MORTGAGE",92000,"Not Verified","debt_consolidation","782xx",13.39,0,"Mar-95",1,15,0,24704,43.6,25
"193448",20000," 60 months",19.72,"D","D5","2 years","MORTGAGE",106600,"Source Verified","debt_consolidation","200xx",15.76,0,"Jun-99",1,13,0,9576,63.4,47
"419856",12000," 36 months",10.99,"B","B2","10+ years","OWN",40000,"Source Verified","debt_consolidation","284xx",3.21,0,"Mar-98",0,4,1,3076,22.3,12
"819882",10050," 60 months",16.99,"D","D3","4 years","OWN",28000,"Source Verified","major_purchase","402xx",33,0,"Oct-03",3,18,0,14786,78.2,26
"534217",2000," 36 months",13.67,"C","C4","n/a","MORTGAGE",51000,"Source Verified","other","285xx",5.34,0,"Aug-85",0,5,0,49680,0,20
"112440",21000," 36 months",12.35,"B","B4","9 years","MORTGAGE",124875,"Verified","credit_card","442xx",14.22,0,"Apr-02",3,12,0,28364,88.1,24
"686552",5000," 36 months",13.99,"C","C4","5 years","OWN",42000,"Not Verified","debt_consolidation","605xx",22.36,1,"Dec-94",1,11,0,15071,85.1,16
"744930",10000," 36 months",7.26,"A","A4","2 years","RENT",126000,"Not Verified","credit_card","336xx",5.63,0,"Jun-08",1,9,0,13871,45.8,9
"414711",25000," 36 months",6.03,"A","A1","2 years","OWN",1e+05,"Source Verified","credit_card","799xx",16.05,0,"Dec-92",0,8,0,10455,24.9,20
"379370",22000," 36 months",7.69,"A","A4","9 years","RENT",127000,"Source Verified","debt_consolidation","946xx",17.68,0,"Jun-97",0,10,0,38936,71.7,28
"369888",28000," 36 months",9.17,"B","B1","6 years","MORTGAGE",2e+05,"Source Verified","debt_consolidation","275xx",16.61,0,"Oct-95",0,17,0,69749,79.5,42
"74498",24000," 60 months",16.2,"C","C4","10+ years","MORTGAGE",80000,"Verified","debt_consolidation","631xx",20.63,0,"Nov-99",3,13,0,8726,26.5,39
"485279",8000," 36 months",16.99,"D","D3","< 1 year","RENT",31000,"Verified","debt_consolidation","951xx",33.99,0,"Oct-09",1,8,0,3647,49.3,14
"720333",10000," 36 months",8.18,"B","B1","8 years","OWN",85000,"Not Verified","debt_consolidation","959xx",15.81,1,"Mar-03",0,20,0,9670,11.2,30
"450204",14500," 36 months",14.47,"C","C2","10+ years","OWN",98000,"Not Verified","credit_card","882xx",22.54,0,"Apr-92",1,20,0,25021,86.9,30
"552310",30000," 36 months",12.69,"C","C2","3 years","RENT",71000,"Verified","credit_card","900xx",25.02,0,"Jan-05",1,10,0,27088,46.7,17
"225409",18000," 36 months",13.99,"C","C1","< 1 year","RENT",185000,"Verified","credit_card","335xx",4.69,0,"Apr-04",3,13,0,14583,19.6,20
"307030",16000," 60 months",9.17,"B","B1","n/a","OWN",82263,"Verified","vacation","920xx",6.55,0,"Jan-97",0,3,0,24820,82.7,16
"86039",14000," 36 months",8.6,"A","A4","4 years","MORTGAGE",82000,"Not Verified","debt_consolidation","329xx",8.52,0,"Dec-99",0,13,0,29543,40.1,32
"430465",9600," 36 months",7.9,"A","A4","7 years","RENT",140000,"Source Verified","major_purchase","941xx",16.8,1,"Mar-01",0,11,0,4803,58.6,20
"729521",12375," 36 months",17.57,"D","D4","9 years","MORTGAGE",45000,"Source Verified","moving","441xx",24.03,0,"Jul-92",0,11,0,13109,52.6,30
"364535",16975," 60 months",22.15,"E","E5","10+ years","MORTGAGE",75000,"Not Verified","debt_consolidation","891xx",18.67,0,"Apr-98",0,8,1,6929,93.6,11
"335109",2500," 36 months",10.15,"B","B2","4 years","OWN",45000,"Not Verified","credit_card","774xx",18.61,0,"Apr-03",0,6,0,1810,72.4,32
"686774",8000," 36 months",16.55,"D","D2","10+ years","OWN",36000,"Not Verified","moving","554xx",23.63,1,"Dec-04",1,17,1,4822,21.1,30
"345298",20000," 60 months",16.29,"D","D2","10+ years","MORTGAGE",101000,"Source Verified","debt_consolidation","211xx",22.84,1,"Nov-92",0,13,0,27911,72.7,34
"79160",16000," 36 months",16.2,"C","C4","3 years","RENT",55600,"Source Verified","debt_consolidation","907xx",18.02,0,"Oct-04",1,10,0,11072,66.7,16
